 x,date,title_translate,title,searchCount,rank,words_list,"Coron-Related ( 1 yes, 0 not ) "
2462,2020/02/19,Zhang Yu Jian's first vibrato,张雨剑的第一条抖音,10879252,13,"['张雨剑', '的', '第一', '一条', '第一条', '抖音']",
2463,2020/02/19,323 newly diagnosed patients with severe mental disorders crown pneumonia,323名严重精神障碍患者确诊新冠肺炎,10616546,14,"['323', '名', '严重', '精神', '障碍', '精神障碍', '患者', '确诊', '新冠', '肺炎']",
2464,2020/02/19,Jay wants to see you salute,想见你致敬周杰伦,10434074,15,"['想见', '你', '致敬', '周杰伦']",
2465,2020/02/19,3-year-old Syrian refugee hear laughter bombing,叙利亚3岁难民听到轰炸大笑,10309652,16,"['利亚', '叙利亚', '3', '岁', '难民', '听到', '轰炸', '大笑']",
2466,2020/02/19,"Nearly 40,000 packages of sanitary napkins arrived in Wuhan",近4万包卫生巾运抵武汉,10047554,17,"['近', '4', '万包', '卫生', '卫生巾', '运抵', '武汉']",
2467,2020/02/19,Zhou Rui live to teach math,周锐直播教数学题,9977143,18,"['周锐', '直播', '教', '数学', '数学题']",
2468,2020/02/19,Wu Yifan fans to leave the health care concert tickets,吴亦凡给医护粉丝留演唱会门票,9975394,19,"['吴亦凡', '给', '医护', '粉丝', '留', '演唱', '演唱会', '门票']",
2469,2020/02/19,Hubei than 15 new cases a fall,湖北以外新增病例15连降,9889546,20,"['湖北', '以外', '新增', '病例', '15', '连降']",
2470,2020/02/19,Chinese Center for Disease Control latest heavyweight paper,中国疾控中心最新重磅论文,9771751,21,"['中国', '中心', '疾控中心', '最新', '重磅', '论文']",
2471,2020/02/19,Mrs. Zhong Nanshan fitness coach,钟南山健身太太当教练,9629697,22,"['南山', '钟南山', '健身', '太太', '当', '教练']",
2472,2020/02/19,Zhang Yu Jian had acted in Langya list,张雨剑原来演过琅琊榜,9563755,23,"['张雨剑', '原来', '演过', '琅', '琊', '榜']",
2473,2020/02/19,Gansu sudden forest fires,甘肃突发森林火灾,9485200,24,"['甘肃', '突发', '森林', '火灾']",
2474,2020/02/19,Pork wholesale price of 50 yuan per kilogram,猪肉批发均价每公斤50元左右,9409949,25,"['猪肉', '批发', '均价', '公斤', '每公斤', '50', '元', '左右']",
2475,2020/02/19,rainwater,雨水,9313964,26,['雨水'],
2476,2020/02/19,Vulcan Mountain witness of love octogenarian veterans,火神山见证八旬老兵的爱情,9148315,27,"['火神', '山', '见证', '八旬', '老兵', '的', '爱情']",
2477,2020/02/19,Wuhan party secretary put relentless accountability,武汉市委书记放狠话问责,9139559,28,"['武汉', '市委', '书记', '市委书记', '放狠话', '问责']",
2478,2020/02/19,Syria girls laughed after hearing a bomb blast,叙利亚女童听到炸弹爆炸后大笑,9128120,29,"['利亚', '叙利亚', '女童', '听到', '炸弹', '爆炸', '后', '大笑']",
2479,2020/02/19,Forced to accompany Order,强制陪伴令,9111595,30,"['强制', '陪伴', '令']",
2480,2020/02/19,Zhong Nanshan represents Wuhan has not stopped human transmission,钟南山表示武汉还没有停止人传人,9040461,31,"['南山', '钟南山', '表示', '武汉', '还', '没有', '停止', '人', '传人']",
2481,2020/02/19,"Hubei Ezhou Wei, director of health committee is removed from office",湖北鄂州卫健委主任被免职,8917898,32,"['湖北', '鄂州', '卫健委', '主任', '被', '免职']",
2482,2020/02/19,The State Council decided phased reduction of corporate social security charges,国务院决定阶段性减免企业社保费,8893356,33,"['国务', '国务院', '决定', '阶段', '阶段性', '减免', '企业', '社保', '保费', '社保费']",
2483,2020/02/19,Shanghai schools and online education since the beginning of March,上海大中小学3月起开始在线教育,8829947,34,"['上海', '大中', '中小', '小学', '大中小', '中小学', '大中小学', '3', '月', '起', '开始', '在线', '教育', '在线教育']",
2484,2020/02/19,Japan masks stolen a hospital 6000,日本一医院6000个口罩被盗,8702366,35,"['日本', '一', '医院', '6000', '个', '口罩', '被盗']",
2485,2020/02/19,Gansu Province in response to MCH nurses shaved head,甘肃省妇幼保健院回应护士被剃光头,8641913,36,"['甘肃', '甘肃省', '妇幼', '保健', '妇幼保健', '院', '回应', '护士', '被', '光头', '剃光头']",
2486,2020/02/19,Firemen roll scene science,消防员科普翻车现场,8577698,37,"['消防', '消防员', '科普', '翻车', '现场']",
2487,2020/02/19,Man dissatisfied epidemic prevention inspection checkpoints car crash,男子不满防疫检查驾车冲撞检查站,8477374,38,"['男子', '不满', '防疫', '检查', '驾车', '冲撞', '检查', '检查站']",
2488,2020/02/19,Yang Song Xuedong married,宋雪东阳结婚,8369943,39,"['宋雪', '东阳', '结婚']",
2489,2020/02/19,Yi Xi smelt one thousand not sit position C,易烊千玺不敢坐C位,8227785,40,"['易', '烊', '千玺', '不敢', '坐', 'C', '位']",
2490,2020/02/19,Auxiliary sacrifice his son left his father put on caps,辅警父亲戴上牺牲儿子留下的警帽,8140912,41,"['辅警', '父亲', '戴上', '牺牲', '儿子', '留下', '的', '警帽']",
2491,2020/02/19,Massu weight,马苏体重,8033885,42,"['马苏', '体重']",
2492,2020/02/19,Hebei City by 4 rental enabled real-name registration,河北4市乘出租启用实名登记,7980797,43,"['河北', '4', '市乘', '出租', '启用', '实名', '登记']",
2493,2020/02/19,Entire household will cause his girlfriend over the wall isolation,翻墙会女友致整栋住户隔离,7946210,44,"['翻墙', '会', '女友', '致', '整栋', '住户', '隔离']",
2494,2020/02/19,Chen number of gas field,陈数气场,7855941,45,"['陈数', '气场']",
2495,2020/02/19,Liverpool lost to Atletico Madrid,利物浦不敌马竞,7841794,46,"['利物', '利物浦', '不敌', '马', '竞']",
2496,2020/02/19,My happiness will be back,我的快乐会回来的,7794008,47,"['我', '的', '快乐', '会', '回来', '的']",
2497,2020/02/19,The new crown pneumonia and discharged girls dancing thanks to health care,新冠肺炎女童出院跳舞感谢医护,7665631,48,"['新冠', '肺炎', '女童', '出院', '跳舞', '感谢', '医护']",
2498,2020/02/19,Army field rescue largest clothing factory,我军最大被服厂来救场,7626387,49,"['我军', '最大', '被服', '被服厂', '来', '救场']",
2499,2020/02/19,Yellowstone to rush to the rescue before the children named Wu Han,驰援黄石前给孩子取名吴汉,7617651,50,"['驰援', '黄石', '前', '给', '孩子', '取名', '吴汉']",
2500,2020/02/20,SUN Xiao fruit was executed,孙小果被执行死刑,16414227,1,"['小果', '孙小果', '被', '执行', '死刑']",
2501,2020/02/20,National new confirmed cases 394 cases,全国新增确诊病例394例,12830691,2,"['全国', '新增', '确诊', '病例', '394', '例']",
2502,2020/02/20,Too bad woman donated radish anger hate volunteers,女子嫌捐的萝卜不好怒怼志愿者,12563721,3,"['女子', '嫌', '捐', '的', '萝卜', '不好', '怒', '怼', '志愿', '愿者', '志愿者']",
2503,2020/02/20,Song Weilong sister,宋威龙姐姐,12206749,4,"['宋', '威龙', '姐姐']",
2504,2020/02/20,Shen Teng I really do not know anything,沈腾 我是真什么都不知道,11870477,5,"['沈腾', ' ', '我', '是', '真', '什么', '都', '不', '知道']",
2505,2020/02/20,The country and more no new confirmed cases,全国多地无新增确诊病例,11599603,6,"['全国', '多地', '无', '新增', '确诊', '病例']",
2506,2020/02/20,Ill donate plasma shared blood donation treatment,康复者捐献血浆享无偿献血待遇,11353411,7,"['康复', '康复者', '捐献', '血浆', '享', '无偿', '献血', '无偿献血', '待遇']",
2507,2020/02/20,Wuhan asked the district responsible person to sign a liability form,武汉要求各区负责人签责任状,11101440,8,"['武汉', '要求', '各区', '负责', '责人', '负责人', '签', '责任', '责任状']",
2508,2020/02/20,Admiralty issued large,金钟大发文,10846419,9,"['金钟', '大', '发文']",
2509,2020/02/20,Wang Chen new crown virus may persist,王辰 新冠病毒有可能长期存在,10571110,10,"['王辰', ' ', '新冠', '病毒', '有', '可能', '长期', '存在', '长期存在']",
2510,2020/02/20,Distressed Xieteng Fei,心疼谢腾飞,10526056,11,"['心疼', '谢', '腾飞']",
2511,2020/02/20,Diamond Princess for the first time deaths,钻石公主号首次出现死亡病例,10277239,12,"['钻石', '公主', '号', '首次', '出现', '死亡', '病例']",
2512,2020/02/20,Liu silky suicide,柳如丝自杀,10225278,13,"['柳', '如丝', '自杀']",
2513,2020/02/20,Taiwan street roof erected I love you China,台湾街头车顶立起我爱你中国,10057362,14,"['台湾', '街头', '车顶', '立', '起', '我爱你', '中国']",
2514,2020/02/20,Mao is not easy song 43 minutes,毛不易新歌43分钟,9734172,15,"['毛', '不易', '新歌', '43', '分钟']",
2515,2020/02/20,Army field rescue largest clothing factory,我军最大被服厂来救场,9712792,16,"['我军', '最大', '被服', '被服厂', '来', '救场']",
2516,2020/02/20,Han returned to Beijing from the man concealed his mother diagnosed cause,男子离汉回京瞒报致母亲确诊,9557481,17,"['男子', '离汉', '回京', '瞒报', '致', '母亲', '确诊']",
2517,2020/02/20,Wuhan new cases and more than the province,武汉新增病例比全省多,9506001,18,"['武汉', '新增', '病例', '比', '全省', '多']",
2518,2020/02/20,Li Lanjuan face indentation,李兰娟脸上的压痕,9426323,19,"['李兰娟', '脸上', '的', '压痕']",
2519,2020/02/20,Professor Branch Ke Hui soldiers died of illness in Wuhan,华科教授柯卉兵因病逝世于武汉,9314184,20,"['华科', '教授', '柯卉兵', '因病', '逝世', '于', '武汉']",
2520,2020/02/20,Exam,考研成绩,9306050,21,"['考研', '成绩']",
2521,2020/02/20,Ezhou released in response to the police station to distribute supplies,鄂州发布回应派出所分发物资,9192535,22,"['鄂州', '发布', '回应', '派出', '派出所', '分发', '物资']",
2522,2020/02/20,Hubei new confirmed cases 349 cases,湖北新增确诊病例349例,9129949,23,"['湖北', '新增', '确诊', '病例', '349', '例']",
2523,2020/02/20,Wang Yibo also changed the background,王一博又换背景了,9068500,24,"['王一博', '又', '换', '背景', '了']",
2524,2020/02/20,Ten men batter removed vaccination follow-up checkpoint,男子十连击拆掉防疫检查点后续,8868078,25,"['男子', '十', '连击', '拆掉', '防疫', '检查', '查点', '检查点', '后续']",
2525,2020/02/20,The three batches school students in Guangzhou,广州学生将分三批开学,8615096,26,"['广州', '学生', '将分', '三批', '开学']",
2526,2020/02/20,After one pair of 95 nurse's hand,一双95后护士的手,8408472,27,"['一双', '95', '后', '护士', '的', '手']",
2527,2020/02/20,US media as the five Chinese foreign missions tube,美将5家中国媒体作为外国使团列管,8168239,28,"['美将', '5', '家', '中国', '媒体', '作为', '外国', '使团', '列管']",
2528,2020/02/20,Hubei new cases fell to three digits,湖北新增病例降至三位数,8112343,29,"['湖北', '新增', '病例', '降', '至', '三位', '位数', '三位数']",
2529,2020/02/20,Late last year may have 104 infected,去年底可能已有104名感染者,7949556,30,"['去年', '年底', '去年底', '可能', '已有', '104', '名', '感染', '感染者']",
2530,2020/02/20,Police temperature was scared to surrender guns,被民警体温枪吓到举手投降,7948068,31,"['被', '民警', '体温', '枪', '吓', '到', '举手', '投降']",
2531,2020/02/20,Official response Vulcan Mountain salaried workers are determined not,官方回应火神山工人坚决不领工资,7919126,32,"['官方', '回应', '火神', '山', '工人', '坚决', '不', '领', '工资']",
2532,2020/02/20,Heilongjiang new cases of 6 cases,黑龙江新增确诊病例6例,7914799,33,"['龙江', '黑龙江', '新增', '确诊', '病例', '6', '例']",
2533,2020/02/20,Jinan and earthquake,济南又地震了,7890670,34,"['济南', '又', '地震', '了']",
2534,2020/02/20,Beijing schools and school-based early March rumors,北京大中小学3月初开学系谣言,7785941,35,"['北京', '大中', '中小', '小学', '大中小', '中小学', '大中小学', '3', '月初', '开学', '系', '谣言']",
2535,2020/02/20,4 New techniques Satellite Successfully,4颗新技术试验卫星发射成功,7761159,36,"['4', '颗', '新', '技术', '试验', '卫星', '发射', '射成', '成功', '发射成功']",
2536,2020/02/20,The capture of a cute little happy prevention,活捉一枚快乐的防疫小可爱,7733486,37,"['活捉', '一枚', '快乐', '的', '防疫', '小可', '可爱', '小可爱']",
2537,2020/02/20,Chopsticks pictures,筷子拍照,7689016,38,"['筷子', '拍照']",
2538,2020/02/20,Germany shooting occurred at least eight people were killed,德国发生枪击案至少8人死亡,7564774,39,"['德国', '发生', '枪击', '枪击案', '至少', '8', '人', '死亡']",
2539,2020/02/20,Cerebral palsy brother declined takeaway User contributions,脑瘫外卖小哥谢绝网友捐款,7540435,40,"['脑瘫', '外卖', '小哥', '谢绝', '网友', '捐款']",
2540,2020/02/20,Zhang Yu Jian had acted in Langya list,张雨剑原来演过琅琊榜,7489164,41,"['张雨剑', '原来', '演过', '琅', '琊', '榜']",
2541,2020/02/20,Founder is the bank filed for bankruptcy reorganization,北大方正被银行申请破产重整,7366239,42,"['北大', '大方', '方正', '北大方正', '被', '银行', '申请', '破产', '重整']",
2542,2020/02/20,Orange knight,橘子侠客,7310149,43,"['橘子', '侠客']",
2543,2020/02/20,In the direction of Japan donated new crown pneumonia kit,中方向日本捐赠新冠肺炎试剂盒,7271167,44,"['中', '方向', '日本', '捐赠', '新冠', '肺炎', '试剂', '试剂盒']",
2544,2020/02/20,Zhong Nanshan Harvard University jointly tackling new virus crown,钟南山联手哈佛大学攻坚新冠病毒,7215443,45,"['南山', '钟南山', '联手', '哈佛', '大学', '哈佛大学', '攻坚', '新冠', '病毒']",
2545,2020/02/20,E-year pot to aid health care free,为援鄂医护免费提供一年火锅,7210464,46,"['为援', '鄂', '医护', '免费', '提供', '一年', '火锅']",
2546,2020/02/20,Xie Guangkun,谢广坤,7208039,47,['谢广坤'],
2547,2020/02/20,Bags of potato chips pictures,薯片袋拍照,7158508,48,"['薯片', '袋', '拍照']",
2548,2020/02/20,Wang Yibo not give up gesture dance,王一博不放弃手势舞,7136908,49,"['王一博', '不', '放弃', '手势', '舞']",
2549,2020/02/20,Beijing Hualian Supermarket response masks a box of 500,北京华联超市回应口罩500一盒,7104988,50,"['北京', '华联', '超市', '回应', '口罩', '500', '一盒']",
2550,2020/02/21,National epidemic inflection point yet to come,全国疫情发展拐点尚未到来,13336055,1,"['全国', '疫情', '发展', '拐点', '尚未', '到来']",
2551,2020/02/21,Brush vibrato see the neighbors to help feed their own dogs,刷抖音看到邻居帮喂自家狗,12965794,2,"['刷抖音', '看到', '邻居', '帮', '喂', '自家', '狗']",
2552,2020/02/21,Deng purple chess community concert,邓紫棋 小区演唱会,12230256,3,"['邓紫棋', ' ', '小区', '演唱', '演唱会']",
2553,2020/02/21,Han official response Charity Fund is reported,官方回应韩红爱心慈善基金被举报,10798702,4,"['官方', '回应', '韩红', '爱心', '慈善', '基金', '被', '举报']",
2554,2020/02/21,Chen He Sean Sun tongue twister challenge,陈赫孙艺洲 绕口令挑战,10751361,5,"['陈赫', '孙艺洲', ' ', '口令', '绕口令', '挑战']",
2555,2020/02/21,Mao is not easy song 43 minutes,毛不易新歌43分钟,10585158,6,"['毛', '不易', '新歌', '43', '分钟']",
2556,2020/02/21,Amnesia grandfather cleaning module hospital,健忘症爷爷打扫方舱医院,10440448,7,"['健忘', '健忘症', '爷爷', '打扫', '方舱', '医院']",
2557,2020/02/21,"The national total of 75,465 cases of pneumonia diagnosed with the new crown",全国累计确诊新冠肺炎75465例,10362051,8,"['全国', '累计', '确诊', '新冠', '肺炎', '75465', '例']",
2558,2020/02/21,Du Haitao you people waiting for me,杜海涛 你们人多给我等着,10190040,9,"['杜', '海涛', ' ', '你们', '人多', '给', '我', '等', '着']",
2559,2020/02/21,Angelababy ice flower,Angelababy 冰凌花,10187702,10,"['Angelababy', ' ', '冰凌', '花']",
2560,2020/02/21,Hubei new confirmed cases 411 cases,湖北新增确诊病例411例,9980427,11,"['湖北', '新增', '确诊', '病例', '411', '例']",
2561,2020/02/21,Lisa golden suit,Lisa金色套装,9916540,12,"['Lisa', '金色', '套装']",
2562,2020/02/21,South Korea confirmed the occurrence of super spread,韩国确认发生超级传播,9904386,13,"['韩国', '确认', '发生', '超级', '传播']",
2563,2020/02/21,Yu Shuxin have your youth 2,虞书欣 青春有你2,9820599,14,"['虞书欣', ' ', '青春', '有', '你', '2']",
2564,2020/02/21,No licensing of Jacky Heung Hayden,向佐郭碧婷还没领证,9705110,15,"['向', '佐', '郭碧婷', '还', '没', '领证']",
2565,2020/02/21,Vulcan mountain glasses uncle left the hospital,火神山眼镜大叔出院了,9670095,16,"['火神', '山', '眼镜', '大叔', '出院', '了']",
2566,2020/02/21,Wuhan rebuke medical patients were suspended inspection,武汉训斥医护人员患者被停职检查,9434130,17,"['武汉', '训斥', '医护', '护人', '人员', '医护人员', '患者', '被', '停职', '检查', '停职检查']",
2567,2020/02/21,Sister Angela Huang Yali on the cloud,张韶涵黄雅莉云上的姐妹,9416082,18,"['张韶涵', '黄雅莉云', '上', '的', '姐妹']",
2568,2020/02/21,Ning Huanyu married,宁桓宇结婚,9288328,19,"['宁桓宇', '结婚']",
2569,2020/02/21,Drunk woman sleeping on the awning,女子醉酒睡在遮雨棚上,9213870,20,"['女子', '醉酒', '睡', '在', '遮雨', '雨棚', '遮雨棚', '上']",
2570,2020/02/21,Wang Yuan Ouyang Nana fingers dance studio,王源欧阳娜娜片场手指舞,8962115,21,"['王源', '欧阳', '娜娜', '片场', '手指', '舞']",
2571,2020/02/21,Li Lanjuan face indentation,李兰娟脸上的压痕,8953862,22,"['李兰娟', '脸上', '的', '压痕']",
2572,2020/02/21,Westbrook was sent off,威少被驱逐离场,8815047,23,"['威少', '被', '驱逐', '离场']",
2573,2020/02/21,"Chongqing allocation of 200,000 ml plasma reinforcements Hubei",重庆调拨20万毫升血浆增援湖北,8737025,24,"['重庆', '调拨', '20', '万', '毫升', '血浆', '增援', '湖北']",
2574,2020/02/21,Owen season,欧文赛季报销,8694485,25,"['欧文', '赛季', '报销']",
2575,2020/02/21,Shen Teng Wei cos blue forget propaganda machine without envy,沈腾cos蓝忘机喊话魏无羡,8687528,26,"['沈腾', 'cos', '蓝忘机', '喊话', '魏无羡']",
2576,2020/02/21,Zhejiang Justice Department to respond to new cases prison,浙江省司法厅回应监狱新增病例,8626826,27,"['浙江', '浙江省', '司法', '司法厅', '回应', '监狱', '新增', '病例']",
2577,2020/02/21,Nucleic acid negative can not rule out pneumonia new crown,核酸阴性不能排除新冠肺炎,8610520,28,"['核酸', '阴性', '不能', '排除', '新冠', '肺炎']",
2578,2020/02/21,Yifei CCTV camera with mirror,刘亦菲用央视镜头照镜子,8565099,29,"['刘亦菲', '用', '央视', '镜头', '照镜', '镜子', '照镜子']",
2579,2020/02/21,Lijiang tourism industry to resume operations,丽江旅游行业恢复营业,8545883,30,"['丽江', '旅游', '行业', '恢复', '营业']",
2580,2020/02/21,Spring 2020 special limited edition models satchel care,2020春季限量医护专用款挎包,8500669,31,"['2020', '春季', '限量', '医护', '专用', '款', '挎包']",
2581,2020/02/21,Talk with infected persons not wearing masks were infected less than 3 minutes,与未戴口罩感染者交谈不到3分钟被感染,8443355,32,"['与', '未戴', '口罩', '感染', '感染者', '交谈', '不到', '3', '分钟', '被', '感染']",
2582,2020/02/21,Wuhan Women's Prison warden was removed from office,武汉女子监狱监狱长被免职,8385542,33,"['武汉', '女子', '监狱', '女子监狱', '监狱', '狱长', '监狱长', '被', '免职']",
2583,2020/02/21,Shandong new confirmed cases 202 cases,山东新增确诊病例202例,8332888,34,"['山东', '新增', '确诊', '病例', '202', '例']",
2584,2020/02/21,Wuhan free to send food to their hometowns to be scolded plague,给武汉无偿送菜回乡被骂瘟神,8298070,35,"['给', '武汉', '无偿', '送菜', '回乡', '被', '骂', '瘟神']",
2585,2020/02/21,Diamond Princess will become the new crown virus maker,钻石公主号将成为新冠病毒制造机,8206968,36,"['钻石', '公主', '号', '将', '成为', '新冠', '病毒', '制造', '制造机']",
2586,2020/02/21,Xiaozhan happy very important to me,肖战 开心对我来说很重要,8167817,37,"['肖战', ' ', '开心', '对', '我', '来说', '很', '重要']",
2587,2020/02/21,Wuhan 21 stocks to achieve nucleic acid detection cleared,武汉21日实现存量核酸检测清零,8122906,38,"['武汉', '21', '日', '实现', '存量', '核酸', '检测', '清零']",
2588,2020/02/21,Hubei new cases was revised to 631 cases,湖北新增确诊订正为631例,8109500,39,"['湖北', '新增', '确诊', '订正', '为', '631', '例']",
2589,2020/02/21,Wang Yibo intercession,王一博说情话,8032603,40,"['王一博', '说', '情话']",
2590,2020/02/21,Gimhae is not dead,金海没死,8026484,41,"['金海', '没', '死']",
2591,2020/02/21,Converting Geli Fu garment factory donate half 6600 sets,服装厂转产隔离服半月捐6600套,8006494,42,"['服装', '服装厂', '转产', '隔离', '服', '半月', '捐', '6600', '套']",
2592,2020/02/21,"Wuhan nucleic acid detection capacity of 20,000 passengers per day",武汉核酸检测能力达2万人次每天,7942237,43,"['武汉', '核酸', '检测', '能力', '达', '2', '人次', '万人次', '每天']",
2593,2020/02/21,Hot Wheels arm,手臂风火轮,7886305,44,"['手臂', '风火', '火轮', '风火轮']",
2594,2020/02/21,Hubei has subtract all cases must be added back,湖北已经核减病例必须全部加回,7878682,45,"['湖北', '已经', '核减', '病例', '必须', '全部', '加', '回']",
2595,2020/02/21,Uncle glasses out of the Vulcan Hill Hospital,眼镜大叔走出火神山医院,7864357,46,"['眼镜', '大叔', '走出', '火神', '山', '医院']",
2596,2020/02/21,Shelter hospital for the first time single-day number of discharged patients Pobai,方舱医院首次单日出院人数破百,7857661,47,"['方舱', '医院', '首次', '单日', '出院', '人数', '破百']",
2597,2020/02/21,Yuan Shanshan live line coach vest,袁姗姗直播教练马甲线,7785872,48,"['姗姗', '袁姗姗', '直播', '教练', '马甲', '线']",
2598,2020/02/21,Zhejiang new cases of 28 cases,浙江新增确诊病例28例,7701925,49,"['浙江', '新增', '确诊', '病例', '28', '例']",
2599,2020/02/21,Seven KO Xieguang Kun Wang,王老七KO谢广坤,7649149,50,"['王老七', 'KO', '谢广坤']",
2600,2020/02/22,Stephen Chow to frontline medical team cheer,周星驰给前线医疗队加油,13023444,1,"['星驰', '周星驰', '给', '前线', '医疗', '医疗队', '加油']",
2601,2020/02/22,Shandong king challenge,挑战山东king,12696034,2,"['挑战', '山东', 'king']",
2602,2020/02/22,National new confirmed cases 397 cases,全国新增确诊病例397例,12406978,3,"['全国', '新增', '确诊', '病例', '397', '例']",
2603,2020/02/22,Hubei new confirmed cases 366 cases,湖北新增确诊病例366例,12074237,4,"['湖北', '新增', '确诊', '病例', '366', '例']",
2604,2020/02/22,One person information disclosure is the best vaccine,白岩松 信息公开就是最好的疫苗,11994588,5,"['白岩松', ' ', '信息', '公开', '就是', '最好', '的', '疫苗']",
2605,2020/02/22,Angelababy cry,Angelababy哭了,11792185,6,"['Angelababy', '哭', '了']",
2606,2020/02/22,Peng Yinhua wife gave birth to a child will respond,彭银华妻子回应会生下孩子,11484304,7,"['彭银华', '妻子', '回应', '会生', '下', '孩子']",
2607,2020/02/22,Brush vibrato see the neighbors to help feed their own dogs,刷抖音看到邻居帮喂自家狗,11235620,8,"['刷抖音', '看到', '邻居', '帮', '喂', '自家', '狗']",
2608,2020/02/22,Trees and rivers and lakes Guying enemy,寒江孤影江湖故人,11205281,9,"['寒江', '孤影', '江湖', '故人']",
2609,2020/02/22,Wuhan obvious phenomenon occurs bed et al.,武汉明显出现床等人现象,11150602,10,"['武汉', '明显', '出现', '床', '等', '人', '现象']",
2610,2020/02/22,Also with the rhythm of movement,运动也要带节奏,11103271,11,"['运动', '也', '要', '带', '节奏']",
2611,2020/02/22,Guangzhou City high-speed toll revocation measurement points,广州撤销市内高速收费站测温点,10909254,12,"['广州', '撤销', '市内', '高速', '收费', '收费站', '测温', '点']",
2612,2020/02/22,Women's mask was ripped off two men's fists hit,两女子扯掉男子口罩遭挥拳击打,10664684,13,"['两', '女子', '扯掉', '男子', '口罩', '遭', '挥拳', '击打']",
2613,2020/02/22,Jiashi 5.1 earthquake,新疆伽师5.1级地震,10635413,14,"['新疆', '伽师', '5.1', '级', '地震']",
2614,2020/02/22,Seven categories for Beijing crowd-free isolation,七类返京人群免隔离,10370543,15,"['七类', '返京', '人群', '免', '隔离']",
2615,2020/02/22,Ni Ni makeup,倪妮素颜,10143427,16,"['倪妮', '素颜']",
2616,2020/02/22,The new crown pneumonia English revised COVID-19,新冠肺炎英文名修订为COVID-19,10086200,17,"['新冠', '肺炎', '英文', '文名', '英文名', '修订', '为', 'COVID', '-', '19']",
2617,2020/02/22,Lao Fan Huang Xiaoyun next surprise,隔壁老樊奇袭黄霄雲,10073455,18,"['隔壁', '老樊', '奇袭', '黄霄', '雲']",
2618,2020/02/22,"Huang Xiaoming, president overbearing style Hubei care staff",黄晓明霸道总裁式关心湖北员工,10010307,19,"['黄晓明', '霸道', '总裁', '式', '关心', '湖北', '员工']",
2619,2020/02/22,Xiaozhan happy very important to me,肖战 开心对我来说很重要,9924334,20,"['肖战', ' ', '开心', '对', '我', '来说', '很', '重要']",
2620,2020/02/22,Liu Zhiming city's posthumous title of outstanding party members,追授刘智明全市优秀共产党员称号,9918833,21,"['追授', '刘智明', '全市', '优秀', '共产', '党员', '共产党', '共产党员', '称号']",
2621,2020/02/22,Blush color number of marked oil pot,红油火锅色号的腮红,9850973,22,"['红油', '火锅', '色号', '的', '腮红']",
2622,2020/02/22,Chinese girl being harassed on the streets of India domineering back to hate,中国姑娘印度街头被骚扰霸气回怼,9789018,23,"['中国', '姑娘', '印度', '街头', '被', '骚扰', '霸气', '回怼']",
2623,2020/02/22,Car crash epidemic prevention and control officers were arrested,驾车冲撞疫情防控人员被批捕,9567914,24,"['驾车', '冲撞', '疫情', '防控', '人员', '被', '批捕']",
2624,2020/02/22,Korea added 142 cases of pneumonia new crown,韩国新增142例新冠肺炎,9542538,25,"['韩国', '新增', '142', '例新冠', '肺炎']",
2625,2020/02/22,Zhejiang Feng ten new prison two cases of confirmed cases,浙江十里丰监狱新增确诊病例2例,9449598,26,"['浙江', '十里', '丰', '监狱', '新增', '确诊', '病例', '2', '例']",
2626,2020/02/22,WHO panel of experts to Wuhan,世卫组织专家小组前往武汉,9338455,27,"['世卫', '组织', '专家', '小组', '前往', '武汉']",
2627,2020/02/22,When Mark live for himself a haircut,当马可直播给自己剪头发时,9286421,28,"['当马', '可', '直播', '给', '自己', '头发', '剪头发', '时']",
2628,2020/02/22,Wuhan has 620 people the accountability process,武汉已问责处理620人,9203229,29,"['武汉', '已', '问责', '处理', '620', '人']",
2629,2020/02/22,Li Jiaqi water and soil at home,李佳琦在家逛超市,9085737,30,"['李佳琦', '在家', '逛', '超市']",
2630,2020/02/22,Pink rose anchor for the hunting of wild animals,主播为涨粉猎捕野生动物,9057240,31,"['主播', '为', '涨粉', '猎捕', '野生', '生动', '动物', '野生动物']",
2631,2020/02/22,Front-line health care workers 10 days to rest less than 2 days,一线医护工作10天休息不少于2天,8957836,32,"['一线', '医护', '工作', '10', '天', '休息', '不少', '于', '2', '天']",
2632,2020/02/22,He Jiong expired two decades of instant noodles,何炅过期二十年的泡面,8917327,33,"['何炅', '过期', '二十', '十年', '二十年', '的', '泡面']",
2633,2020/02/22,Wu Yifan tears,吴亦凡落泪,8844046,34,"['吴亦凡', '落泪']",
2634,2020/02/22,Shennongjia a new confirmed cases of the incubation period 27 days,神农架新增一确诊病例潜伏期27天,8827277,35,"['神农', '神农架', '新增', '一', '确诊', '病例', '潜伏', '潜伏期', '27', '天']",
2635,2020/02/22,Jia Ling laughing and crying Cross,贾玲 哭笑交叉,8651517,36,"['贾玲', ' ', '哭', '笑', '交叉']",
2636,2020/02/22,After the sale because of a fever antipyretics more than confirmed,因停售退烧药后发烧不止确诊,8532605,37,"['因', '停售', '退烧', '退烧药', '后', '发烧', '不止', '确诊']",
2637,2020/02/22,Hao Ping Hai SD still buy a house,海清和郝平还在买房子,8348692,38,"['海清', '和', '郝平', '还', '在', '买房', '房子', '买房子']",
2638,2020/02/22,Japan moratorium on the production of white lover,日本白色恋人暂停生产,8284684,39,"['日本', '白色', '恋人', '暂停', '生产']",
