,,title_translate,title,searchCount,"Coron-Related ( 1 yes, 0 not ) "
 2020-02-10 00:44:02, 2020-02-09 12:44:02,Whether the delay will affect school graduation,延迟开学是否会影响毕业,193543,1
 2020-02-10 08:08:02, 2020-02-08 23:26:01,Love trailer landing,爱的迫降预告,191432,
 2020-02-10 00:44:02, 2020-02-09 15:22:02,Bryant wife sun daughter,科比妻子晒小女儿,114718,
,,#VALUE!,,,
 2020-02-10 14:52:02, 2020-02-10 08:04:02,"The national total of 40,171 cases diagnosed pneumonia new crown",全国累计确诊40171例新冠肺炎,3210642,1
 2020-02-10 15:04:02, 2020-02-10 11:16:01,Caused 84 men were quarantined for investigation,致84人遭隔离男子被立案侦查,2884008,1
 2020-02-10 14:58:01, 2020-02-10 10:42:02,Development and Reform Commission experts migration is six times the number of SARS,发改委专家 人口流动是SARS时6倍,2183362,1
 2020-02-10 18:22:02, 2020-02-10 10:12:01,Sichuan bird flu,四川禽流感,2149451,
 2020-02-10 17:46:02, 2020-02-10 07:22:01,Go to work,上班,2087038,1
 2020-02-10 19:44:02, 2020-02-10 10:14:01,Courier company fully resumed,快递公司全面复工,2024235,1
 2020-02-10 14:54:02, 2020-02-10 09:52:02,Russia's hard-core isolation,俄罗斯硬核隔离,1602315,1
 2020-02-10 14:24:02, 2020-02-10 11:00:02,PEP publish free textbooks electronic version of the full study period,人教社免费公布全学段教材电子版,1559053,1
 2020-02-10 14:06:01, 2020-02-10 08:52:01,Oscar,奥斯卡,1443835,
 2020-02-10 14:58:01, 2020-02-10 11:18:02,Hubei Red Cross requires radical restructuring,红十字会总会要求湖北彻底整改,1290455,1
 2020-02-10 14:00:02, 2020-02-10 09:32:02,After alcohol disinfection grilled electric heating body on fire,酒精消毒后烤电暖气全身着火,1144792,1
 2020-02-10 18:34:02, 2020-02-10 10:12:01,Parasite Best Original Screenplay,寄生虫 最佳原创剧本,977546,
 2020-02-10 13:18:02, 2020-02-10 08:36:01,Neighbors in home quarantine it can open the window,邻居在居家隔离还能开窗吗,977502,1
 2020-02-10 12:40:02, 2020-02-10 10:18:02,Hero captain Liu Zhuanjian sending medical teams Contagion,英雄机长刘传健再送战疫医疗队,977220,1
 2020-02-12 19:48:02, 2020-01-25 17:12:02,The latest outbreak Map,最新疫情地图,977129,1
 2020-02-10 19:42:02, 2020-02-10 11:24:01,freely,自如,976859,
 2020-02-10 16:16:01, 2020-02-10 11:04:01,Dean of Henan a hospital refused to wear a mask to be suspended,河南一医院院长拒戴口罩被停职,976715,1
 2020-02-10 19:26:02, 2020-02-10 09:54:01,Liaoning Exam,辽宁考研成绩,976375,
 2020-02-10 14:56:01, 2020-02-10 09:32:02,Jianghan University,江汉大学,976162,
 2020-02-10 15:28:01, 2020-02-10 08:20:01,Han Xu confession Xiaozhan,韩旭表白肖战,976161,
 2020-02-10 14:42:02, 2020-02-10 07:18:02,Conversation one minute infected,交谈1分钟被感染,898878,1
 2020-02-10 15:36:01, 2020-02-10 11:42:02,What is your specialty can do for the fight against SARS,你的专业可以为抗疫做什么,887979,1
 2020-02-10 13:52:01, 2020-02-10 08:38:02,When asked to wear a mask even say 16 I do not wear,被要求戴口罩时连说16个我不戴,729768,1
 2020-02-10 12:48:02, 2020-02-10 08:10:01,Oscar red carpet,奥斯卡红毯,710959,
 2020-02-10 13:42:01, 2020-02-10 09:14:02,When the ranks of only a chicken dish when,当队伍里只剩一个菜鸡时,649325,
 2020-02-10 14:56:01, 2020-02-10 07:30:02,Wu soft response to the student dormitory has been expropriated,武软回应学生寝室被征用,633527,1
 2020-02-10 13:04:02, 2020-02-10 10:58:02,"Uncle donated 500,000 yuan in cash to Wuhan",大爷捐50万元现金给武汉,586100,1
 2020-02-10 13:34:02, 2020-02-10 11:08:02,The new crown pneumonia prevention Examination,新冠肺炎防治统一考试,582503,1
 2020-03-09 13:48:01, 2019-11-06 09:28:01,Shanghai Metro,上海地铁,538456,1
 2020-02-10 12:50:02, 2020-02-10 10:26:02,Little Women Best Costume Design,小妇人 最佳服装设计,515729,
 2020-02-10 12:18:01, 2020-02-10 11:48:02,Tibet 11 consecutive days without new cases,西藏连续11天无新增病例,510755,1
 2020-03-30 21:32:02, 2019-11-11 10:38:02,stock market,股市,481997,
 2020-02-10 12:30:01, 2020-02-10 10:38:02,Cells shed made 3.6 m pedestrian disinfection,小区自制3.6米行人消毒棚,449379,1
 2020-02-10 12:54:01, 2020-02-10 11:30:02,Wuhan wife to accompany her husband set off shaved head,丈夫陪出征武汉的妻子剃光头,423875,1
 2020-02-10 12:54:01, 2020-02-10 10:02:01,Ten Aisha Chorus,十个艾莎合唱,410145,
 2020-02-10 13:22:02, 2020-02-10 11:38:01,International team leader will arrive in Beijing tonight,国际专家组组长将于今晚抵京,409788,1
 2020-02-28 16:14:02, 2020-01-20 23:16:02,Zhong Nanshan,钟南山,407083,1
 2020-02-10 13:50:01, 2020-02-10 11:44:02,The reason you want to go to work,你想上班的原因,404191,1
 2020-02-10 12:18:01, 2020-02-10 10:20:02,Japan cruise cumulative 70 people infected with the new crown pneumonia,日本邮轮累计70人感染新冠肺炎,398743,1
 2020-02-10 12:14:02, 2020-02-04 20:06:02,Network Division,网课,385771,1
 2020-02-10 15:48:02, 2020-02-10 11:56:01,Response to price freely,自如回应涨价,368634,1
 2020-02-10 19:10:01, 2020-02-10 10:34:01,Oscar Tribute Bryant,奥斯卡致敬科比,355471,
 2020-02-10 12:12:02, 2020-02-10 11:40:02,Brad Pitt Best Supporting Actor,布拉德皮特 最佳男配角,339341,
 2020-02-10 12:24:01, 2020-02-10 11:54:02,Wei Diti hide Oscars,维迪提藏起小金人,320818,
 2020-02-10 19:26:02, 2020-02-10 11:56:01,Best International Film parasites,寄生虫最佳国际电影,319033,
 2020-02-10 12:14:02, 2020-02-10 11:12:02,Russia donated 23 tons of medical supplies to Wuhan,俄罗斯向武汉捐赠23吨医疗物资,314202,1
 2020-02-10 13:14:02, 2020-02-10 12:08:02,US Olympic men's basketball team list,美国男篮奥运名单,280974,
 2020-02-17 14:22:01, 2019-10-28 09:28:01,Beijing subway,北京地铁,280906,1
 2020-02-10 12:12:02, 2020-02-10 11:32:01,Truth About eight new crown pneumonia,关于新冠肺炎的8个真相,229297,1
,,#VALUE!,,,
 2020-02-11 11:56:02, 2020-02-10 21:48:01,Wuhan investigation and the 1499 All critically ill patients admitted to hospital,武汉排查出1499名重症患者全部入院,4445452,1
 2020-02-11 12:10:02, 2020-02-10 23:06:02,Zhang Dingyu new crown pneumonia is self-limiting disease,张定宇 新冠肺炎是自限性疾病,3931718,1
 2020-02-11 11:06:02, 2020-02-10 22:42:01,11 Wuhan intends to complete the detection of all patients suspected cleared,11日武汉拟将完成所有疑似患者检测清零,2435118,1
 2020-02-11 11:38:01, 2020-02-10 19:40:02,Yang Zi studio Statement,杨紫工作室声明,2382182,
 2020-02-11 12:20:01, 2020-01-12 20:06:01,Love Apartments 5,爱情公寓5,2353113,
 2020-02-11 12:16:01, 2020-02-10 23:12:02,He stars in Song Yuan fix games,贺繁星元宋修罗场,1792899,
 2020-02-11 09:40:02, 2020-02-10 21:04:02,We will be able to overcome this epidemic,咱们一定可以克服这场疫情,1366502,1
 2020-02-11 12:56:02, 2020-02-10 19:28:02,LG China headquarters building for sale,LG出售中国总部大楼,960202,
 2020-02-11 08:46:01, 2020-02-10 15:16:02,Support Hubei provincial counterpart support table,外省支援湖北对口支援表,928842,1
 2020-02-11 10:38:02, 2020-02-10 22:36:02,Epidemic prevention and control can not perform the contract due to force majeure,因疫情防控不能履行合同属不可抗力,914712,1
 2020-02-11 09:46:02, 2020-02-10 17:58:02,"Wuhan, the most cattle community has in fact confirmed cases",武汉最牛小区其实已有确诊病例,868157,1
 2020-02-20 07:08:01, 2020-01-13 20:00:01,New World,新世界,830533,
 2020-02-11 10:18:01, 2020-02-10 22:04:01,Disposable protective equipment can not be disinfected after recycling,一次性防护用品不能消毒后循环使用,820429,1
 2020-02-11 12:56:02, 2020-02-10 19:44:02,Hangzhou crown a new team of people being infected with pneumonia,杭州一球队多人感染新冠肺炎,817385,1
 2020-02-11 08:12:01, 2020-02-10 17:22:02,Wondering whether you're sick how to do,总怀疑自己得病怎么办,814462,1
 2020-03-27 11:44:02, 2019-11-28 21:14:02,Li Jiaqi live,李佳琦直播,807581,
 2020-02-11 12:04:02, 2020-02-10 22:06:01,Australia floods caused by heavy rains extinguish fires,澳洲暴雨扑灭山火引发洪涝,803103,
 2020-02-11 12:10:02, 2020-02-10 23:38:01,"Like most of my home, hold back bad",像极了在家憋坏了的我,797308,1
 2020-02-11 11:40:02, 2020-02-10 21:56:02,Household hair dryer to disinfect masks,家用吹风机给口罩消毒,793393,1
 2020-02-11 11:02:01, 2020-02-10 21:38:01,Dongyang appear,东阳出现,736750,
 2020-02-11 09:52:02, 2020-02-10 15:38:02,This is the Master of retaliation it,这是康师傅的报复吗,672375,
 2020-02-11 11:28:01, 2020-02-10 18:26:01,Internet embarrassing lesson,上网课的尴尬,616182,1
 2020-02-11 12:02:02, 2020-02-10 20:32:02,After the outbreak of you and your friends,疫情过后你和你的好朋友,605070,1
 2020-02-11 11:20:02, 2020-02-10 19:04:02,Root cause of your boring life,你生活没意思的根本原因,532374,
 2020-02-11 09:38:01, 2020-02-10 22:30:02,"High-speed driver trapped in Hubei, Shaanxi snapshots",被困高速湖北司机在陕西报平安,532015,1
 2020-02-11 10:50:01, 2020-02-10 21:34:02,Xu Tian Tian Dan poke,徐天捅田丹,460889,
 2020-02-11 07:40:01, 2020-02-10 21:12:01,Beijing's first pregnant patients discharged from hospital,北京首例孕妇患者出院,371587,1
 2020-02-11 12:16:01, 2020-02-10 15:04:02,Former vice president of Communication University of China decided to arrest,中国传媒大学原副校长被决定逮捕,356557,
 2020-02-11 08:06:01, 2020-02-10 13:20:02,"41-day charter with nearly 6,000 people arrived in Wuhan",41架包机近6000人同天抵达武汉,354540,1
 2020-02-11 09:58:02, 2020-02-10 20:50:01,Every time cloud,天天云时间,354116,
 2020-02-19 07:26:02, 2020-02-10 22:08:02,Tie Lin,铁林,347675,
 2020-02-11 09:08:02, 2020-02-10 21:30:02,Refused to isolate suspected patients can result in transmission conviction,疑似病人拒绝隔离造成传播可定罪,294897,1
 2020-02-11 09:26:02, 2020-02-10 20:32:02,Beijing and 73 clusters of disease were,北京共发生73起聚集性疫情,276592,1
 2020-02-11 07:34:02, 2020-02-10 16:30:02,Chen's new deputy head of the Central Steering Group,陈一新任中央指导组副组长,268608,1
 2020-02-11 08:56:02, 2020-02-10 22:16:02,One person dialogue Raytheon Dean Hill Hospital,白岩松对话雷神山医院院长,267729,1
 2020-02-11 11:24:01, 2020-02-10 15:30:01,Fresh fruit prices fell for four consecutive months,鲜果价格连续四个月下降,258894,
 2020-02-11 09:02:02, 2020-02-10 18:00:02,Guizhou pharmaceutical companies fined 1.8 million yuan a,贵州一药企被罚180万元,252282,1
 2020-02-11 07:22:01, 2020-02-10 20:54:01,Shaanxi School 2 March Never school,陕西学校3月2日前一律不开学,227455,1
 2020-02-11 08:48:01, 2020-01-13 20:58:02,The Night 2,将夜2,221697,
 2020-02-11 09:06:01, 2020-02-10 14:58:01,Diamond Princess,钻石公主号,216961,1
 2020-02-11 08:30:02, 2020-02-10 19:34:02,2019 national fiscal revenue of over 19 trillion yuan,2019年全国财政收入超19万亿元,216600,
 2020-02-11 08:20:02, 2020-02-10 19:30:01,13 courier companies to resume normal operations,13家快递企业恢复正常运营,212197,1
 2020-02-11 11:48:02, 2020-02-11 00:02:02,Dengchuan week in and week,邓川 周周,211170,
 2020-02-11 09:16:02, 2020-02-10 21:12:01,Liulaogen 3,刘老根3,210324,
 2020-02-11 02:06:02, 2020-02-10 16:48:01,Hubei whether non-return needs to be isolated 14 days,非湖北返程是否需要隔离14天,206879,1
 2020-02-11 08:08:02, 2020-02-10 16:02:02,When I saw the online curriculum,当我看到线上课程表,199960,1
 2020-02-11 07:22:01, 2020-02-10 14:12:02,The new crown pneumonia incubation period of up to 24 days,新冠肺炎潜伏期最长24天,199702,1
 2020-02-11 07:26:02, 2020-02-10 14:58:01,Tan Song Yun I'm talking to an adult home,谭松韵 我要去接大人回家了,163137,
 2020-02-11 01:30:02, 2020-02-10 13:24:02,Festival the first week of the average monthly salary of 9311 yuan recruitment,节后第一周平均招聘月薪9311元,109837,1
,,#VALUE!,,,
 2020-02-11 21:10:01, 2020-02-11 11:08:02,Nigeria's outbreak of unknown disease,尼日利亚爆发不明疾病,6537533,
 2020-02-11 16:20:01, 2020-02-11 10:20:01,Beijing non-essential living room entertainment all close,北京非生活必需的娱乐室一律关闭,2311037,1
 2020-02-11 21:46:02, 2020-02-11 09:06:01,"Wei Jian, director of Hubei Provincial Committee Secretary was removed from office",湖北省卫健委书记主任被免职,2093674,1
 2020-02-11 18:08:02, 2020-02-11 09:56:01,The country's new crown pneumonia cumulative death broken one thousand,全国新冠肺炎累计死亡破千,1604687,1
 2020-02-11 15:36:02, 2020-02-11 11:40:02,Prohibit the unauthorized closure interchange,严禁擅自封闭高速公路出入口,1261117,1
 2020-02-11 17:20:02, 2020-02-11 09:14:01,Little Women withdrawal stalls,小妇人撤档,1183480,
 2020-02-11 13:58:02, 2020-02-11 07:24:02,Students passenger ticket before March 31 free back Meal,学生旅客3月31前机票可免费退改签,1150834,1
 2020-02-11 17:24:01, 2020-02-11 11:30:02,Ningbo Hubei medical personnel rush to the rescue no less a luggage,宁波驰援湖北医疗人员行李一件没少,1039045,1
 2020-02-11 14:22:01, 2020-02-11 08:32:02,Eastern theater exercises in the southeastern island's waters,东部战区在台岛东南部海域演练,969197,
 2020-02-11 15:36:02, 2020-02-11 09:24:02,Hardcore Grandma stormy Education wife,硬核奶奶暴风雨式教育老伴,962057,
 2020-02-11 14:34:01, 2020-02-11 08:26:01,"The national total of 42,638 cases diagnosed pneumonia new",全国累计确诊新型肺炎42638例,791929,1
 2020-02-11 14:22:01, 2020-02-11 07:32:01,"Shaanxi diagnosed with a high-speed rail cleaner ago, take high-speed rail 20 times",陕西一高铁保洁员确诊前曾搭20趟高铁,615184,1
 2020-02-11 13:32:01, 2020-02-11 07:24:02,WHO Expert advance team arrived in China,WHO专家先遣队抵达中国,595325,1
 2020-02-12 19:48:02, 2020-01-25 17:12:02,The latest outbreak Map,最新疫情地图,530814,1
 2020-02-11 13:02:01, 2020-02-11 07:24:02,Wuhan fever patient treatment may not cross,武汉发热患者不得跨区就诊,523043,1
 2020-02-11 19:16:02, 2020-02-11 10:00:02,Wang source for hot pot boiled noodles,王源用火锅底料煮泡面,521940,
 2020-02-11 18:08:02, 2020-02-11 09:38:01,Ramen Museum 1 1 table 3 people face around the curtain,拉面馆1人1桌3面围帘,517124,
 2020-02-11 19:54:01, 2020-02-11 10:52:02,Middle-aged male teachers teach beauty full of live stage,中年男教师直播授课美颜开满级,512934,1
 2020-02-11 16:58:02, 2020-02-11 11:20:02,Hou Yi Chang E skin video Like a Dream,后羿嫦娥如梦令皮肤视频,508975,
 2020-02-11 18:58:01, 2020-02-11 11:42:02,Hengdian World Studios from February 13 to gradually return to work,横店影视城2月13日起逐步复工,508647,1
 2020-02-11 20:08:02, 2020-02-11 10:42:01,Masks cat,口罩猫,504383,1
 2020-02-11 18:16:02, 2020-02-11 08:10:02,WHO's new crown virus is not afraid of hot and humid weather,WHO 新冠病毒不怕炎热湿润天气,501664,1
 2020-02-11 18:22:01, 2020-02-11 11:22:01,Internet class embarrassing moment,上网课时的尴尬瞬间,496049,1
 2020-02-11 17:40:02, 2020-02-11 08:58:02,Waiting takeaway brother,等待中的外卖小哥,494568,
 2020-02-11 16:18:02, 2020-02-11 11:04:01,US factory director said the Chinese thank Dewang,美国工厂导演说中文谢谢曹德旺,489148,
 2020-02-11 15:16:02, 2020-02-11 09:50:01,Shelter hospital patients on Long jump Sa,方舱医院患者跳萨日朗,487746,1
 2020-02-11 14:16:02, 2020-02-11 09:40:02,Oscar record low ratings,奥斯卡收视率创历史新低,432137,
 2020-02-11 13:46:02, 2020-02-11 09:10:02,Linzhi persuaded to return 41 tours,西藏林芝劝返41个旅游团,429035,1
 2020-02-11 12:56:02, 2020-02-10 19:44:02,Hangzhou crown a new team of people being infected with pneumonia,杭州一球队多人感染新冠肺炎,408641,1
 2020-02-11 13:32:01, 2020-02-11 09:28:01,Hubei new cases even lower than 7 days,湖北以外新增病例连降7天,392972,1
 2020-02-11 13:06:01, 2020-02-11 08:50:02,Baibuting,百步亭,388718,1
 2020-02-11 13:28:02, 2020-02-11 08:10:02,Do not publicize the contributions elderly,不要宣传老人捐款了,388327,1
 2020-02-11 15:14:02, 2020-02-11 11:52:01,Put an end to fill in the fight against SARS and other strict formalism,严格杜绝填表抗疫等形式主义,378899,1
 2020-02-11 13:42:01, 2020-02-11 10:54:02,Masks enterprises return to work rate of more than 76%,口罩企业复工率已超过76%,362564,1
 2020-02-11 13:02:01, 2020-02-11 10:54:02,Nanjing by taxi must be real-name registration,南京乘出租须实名登记,360776,1
 2020-02-12 07:20:01, 2020-02-11 11:58:02,Companies to return to work for workers allotment masks,企业复工要为职工配发口罩,320709,1
 2020-02-11 13:52:02, 2020-02-11 11:38:01,Important areas of people's livelihood to return to work immediately resume production,重要国计民生领域要立即复工复产,313414,1
 2020-02-11 12:46:02, 2020-02-11 08:48:01,CCTV reporter entered the Wuhan hospital quarantine interview,央视记者进入武汉医院隔离区采访,284699,1
 2020-03-27 11:44:02, 2019-11-28 21:14:02,Li Jiaqi live,李佳琦直播,261179,
 2020-02-11 12:26:02, 2020-02-11 07:50:01,Started Wildlife Protection Act revision,已启动野生动物保护法修改工作,238688,1
 2020-02-11 12:26:02, 2020-02-11 07:36:01,"Hubei total of over 30,000 cases of confirmed cases",湖北累计确诊病例超3万例,205437,1
 2020-02-11 12:20:01, 2020-01-12 20:06:01,Love Apartments 5,爱情公寓5,205321,
 2020-02-11 12:16:01, 2020-02-10 23:12:02,He stars in Song Yuan fix games,贺繁星元宋修罗场,191721,
 2020-02-11 22:14:01, 2020-02-11 12:04:02,Girl carrying a sword rubbish,姑娘提着剑丢垃圾,156178,1
 2020-02-11 22:32:02, 2020-02-11 12:04:02,Encourage online interview report signed,鼓励网上面试签约报到,155405,
 2020-02-11 13:44:01, 2020-02-11 12:08:02,East BewhY cooperation,东海BewhY合作,154898,
 2020-02-11 12:10:02, 2020-02-10 23:38:01,"Like most of my home, hold back bad",像极了在家憋坏了的我,154114,1
 2020-02-11 12:56:02, 2020-02-10 19:28:02,LG China headquarters building for sale,LG出售中国总部大楼,153438,
 2020-02-11 12:16:01, 2020-02-10 15:04:02,Former vice president of Communication University of China decided to arrest,中国传媒大学原副校长被决定逮捕,151685,
 2020-02-11 12:10:02, 2020-02-10 23:06:02,Zhang Dingyu new crown pneumonia is self-limiting disease,张定宇 新冠肺炎是自限性疾病,151671,1
,,#VALUE!,,,
 2020-02-12 11:12:02, 2020-02-11 22:44:02,Not forcing students to punch a day online,不得强行要求学生每天上网打卡,3561523,1
 2020-02-12 12:54:01, 2020-02-11 23:06:02,Forcing all teachers taped courses must stop,强行要求所有教师录播课程必须制止,3038712,1
 2020-02-12 11:40:01, 2020-02-11 22:30:02,Central Steering Group interviewed Wuhan Vice Mayor behind the scenes,中央指导组约谈武汉副市长幕后,2213947,1
 2020-02-12 08:56:01, 2020-02-11 21:42:02,Gravity,地心引力,1904225,
 2020-02-12 11:02:01, 2020-02-11 23:06:02,CET score Published,英语四六级成绩发布时间,1877709,
 2020-02-12 11:36:01, 2020-02-11 22:40:02,"Huanggang comprehensive investigation found that 13,000 patients with fever",黄冈全面排查发现发热病人13000人,1797509,1
 2020-02-12 11:46:02, 2020-02-11 22:26:01,King of glory server,王者荣耀服务器,1443142,
 2020-02-12 09:44:02, 2020-02-11 18:18:02,Zhong Nanshan says should peak in late February,钟南山称峰值应在二月中下旬,1221559,1
 2020-02-12 09:46:02, 2020-02-11 21:36:02,Li Lanjuan team treatment model is paying off,李兰娟团队救治模式初显成效,1166541,1
 2020-02-12 11:34:02, 2020-02-11 22:10:02,He stars Yuansonghudui,贺繁星元宋互怼,1126819,
 2020-02-12 10:58:02, 2020-02-11 21:02:02,And others who do not prefer bed and other bed,宁可床等人不要人等床,1097724,1
 2020-02-12 11:04:01, 2020-02-11 23:34:02,World Health Organization named the new coronavirus,世界卫生组织命名新冠状病毒,1019017,1
 2020-02-12 11:36:01, 2020-02-11 21:38:02,Love Apartments 5 finale,爱情公寓5大结局,935181,
 2020-02-12 10:48:01, 2020-02-11 18:24:02,NASA Li broom challenge,NASA立扫把挑战,843023,
 2020-02-12 09:36:02, 2020-02-11 22:10:02,Huanggang stock of pre-epidemic all testing is completed,黄冈疫情前期存量全部检测完毕,675803,1
 2020-02-12 12:48:01, 2020-02-11 23:28:01,Large network roll-class site,大型网课翻车现场,661462,1
 2020-02-12 11:36:01, 2020-02-11 23:36:02,Huludao a business explosion,辽宁葫芦岛一企业发生爆炸,635518,
 2020-02-18 15:30:01, 2020-01-26 20:24:02,The next stop is happy,下一站是幸福,614692,
 2020-02-12 10:46:01, 2020-02-11 21:08:02,Li eggs,立鸡蛋,607987,
 2020-02-18 07:32:02, 2020-02-09 21:46:01,张鲁 one acting,张鲁一演技,586675,
 2020-02-12 10:16:02, 2020-02-11 21:00:02,Shanghai Police identified the man a ride Wuhan to Shanghai,上海警方查明武汉男子搭车来沪,579021,1
 2020-02-12 09:48:01, 2020-02-11 22:54:01,Chinese medicine achieved remarkable success in early disease intervention,中药在疾病早期介入成效明显,549981,1
 2020-02-12 09:48:01, 2020-02-11 19:16:02,Parasite poster design,寄生虫海报设计,502367,
 2020-02-12 12:34:01, 2020-02-11 22:34:01,Baoying,宝应,488501,
 2020-02-12 10:50:01, 2020-02-11 21:42:02,Small ears Haoheng,小耳朵豪横,468629,
 2020-02-12 10:38:02, 2020-02-11 21:12:01,Police seized 20 days Wildlife 38000,警方20天收缴野生动物3.8万只,449534,1
 2020-02-12 11:02:01, 2020-02-11 22:30:02,House very anxious how to do at home,宅在家里很焦虑怎么办,418734,1
 2020-02-12 00:42:01, 2020-02-11 23:06:02,Chengdu seven in,成都七中,412391,
 2020-02-12 08:16:02, 2020-02-11 19:30:01,Central Steering Group of Wuhan epidemic prevention and control in emergencies interviews,中央指导组对武汉疫情防控问题紧急约谈,383376,1
 2020-03-26 08:38:02, 2020-01-18 03:28:02,Pu Canlie live,朴灿烈直播,381124,
 2020-02-12 08:32:02, 2020-02-11 18:18:02,You want to see a team statement,想见你团队声明,379176,
 2020-02-12 11:02:01, 2020-02-11 21:24:02,July ten black teeth,十七月的黑牙,334285,
 2020-02-12 07:36:02, 2020-02-11 20:06:02,Singer postponed Record,歌手延后录制,331540,
 2020-02-12 07:20:01, 2020-02-11 11:58:02,Companies to return to work for workers allotment masks,企业复工要为职工配发口罩,330325,1
 2020-02-12 10:48:01, 2020-02-11 19:36:02,The first is the trunk channel Ruhu Tibetans,入沪通道首现后备箱藏人,329392,1
 2020-02-12 08:26:02, 2020-02-11 17:06:01,Wuhan suspected patients to accelerate digestion stock,武汉疑似病人存量加速消化,301544,1
 2020-02-12 07:30:02, 2020-02-11 19:48:02,What to eat the first meal out,出门第一顿吃什么,292426,1
 2020-02-12 11:10:02, 2020-02-11 22:48:02,铁林 blackening,铁林黑化,273474,
 2020-02-12 08:56:01, 2020-02-11 21:52:02,Ningxia cure rate of 41.5%,宁夏治愈率41.5%,258666,1
 2020-02-12 09:48:01, 2020-02-11 14:24:02,Brazil found a mysterious virus,巴西发现神秘病毒,255365,
 2020-02-12 07:28:02, 2020-02-11 22:18:02,Hubei province district under close control,湖北全省小区实行封闭式管理,245827,1
 2020-02-12 10:12:02, 2020-02-11 21:30:01,The elevator methods N,开电梯的N种方法,237266,1
 2020-02-12 09:18:01, 2020-02-11 19:00:02,Jiangsu aid Yellowstone medical support team set off,江苏援黄石医疗支援队出征,236420,1
 2020-02-12 07:12:02, 2020-02-11 21:14:02,A true portrayal of the family house,宅家的真实写照,221670,1
 2020-02-12 07:22:01, 2020-02-11 18:10:02,During the epidemic mom said most of the words,疫情期间妈妈说过最多的话,218423,1
 2020-02-12 09:48:01, 2020-02-11 20:22:02,"Daegu, South Korea will build Bong Joon-ho Street",韩国大邱将建造奉俊昊街,212562,
 2020-02-12 08:10:01, 2020-02-11 13:48:02,Rice cooker cake,电饭煲蛋糕,202270,1
 2020-02-12 07:12:02, 2020-02-11 17:00:02,Ordinary masks can be reused,普通人口罩可重复使用,198768,1
 2020-02-12 01:18:01, 2020-02-11 15:50:02,The United Nations called attention to the plague of locusts,联合国呼吁关注蝗灾,155053,
 2020-02-12 00:36:02, 2020-02-11 20:12:02,49-year-old fell to the auxiliary line epidemic prevention,49岁辅警倒在防疫一线,126524,1
,,#VALUE!,,,
 2020-02-12 15:50:02, 2020-02-12 07:32:02,The new crown virus vaccine may be completed within 18 months,新冠病毒疫苗可能在18个月内完成,3687443,1
 2020-02-12 16:30:02, 2020-02-12 10:02:02,Bryant and his body had been buried Gigi,科比和Gigi遗体已安葬,2392524,
 2020-02-12 17:08:01, 2020-02-12 11:04:01,I can not cry goggles will spend,我不能哭 护目镜会花,2223976,1
 2020-02-12 19:36:01, 2020-02-12 11:12:02,Yue Yunpeng and other epidemics in the past I invite you to look at comic,岳云鹏 等疫情过去我请你们看相声,2207686,1
 2020-02-12 17:48:01, 2020-02-12 10:42:01,NASA responded Li broom challenge,NASA回应立扫把挑战,1849231,
 2020-02-12 17:10:02, 2020-02-12 10:44:01,A quick lesson on a network there are so many unreasonable demands,上个网课咋还有这么无理的要求,1740957,1
 2020-02-12 18:16:02, 2020-02-12 11:20:02,British death truck survey results,英国死亡货车调查结果公布,1558579,
 2020-02-12 15:30:01, 2020-02-12 07:08:01,Zhong Nanshan new crown pneumonia epidemic is expected to close by April,钟南山 新冠肺炎疫情有望4月前结束,1398829,1
 2020-02-12 15:12:02, 2020-02-12 07:32:02,"Press to respond to children's publications, said civet cats to eat",出版社回应儿童刊物称果子狸可吃,1022307,1
 2020-02-12 14:28:01, 2020-02-12 10:50:01,"The national total of 44,653 cases of pneumonia diagnosed with the new crown",全国累计确诊新冠肺炎44653例,904958,1
 2020-02-12 14:14:01, 2020-02-12 07:24:01,Zhong Nanshan said Li Wenliang hero,钟南山称李文亮为英雄,842160,1
 2020-02-12 14:02:02, 2020-02-12 09:50:01,The degree of infection and immune status of the patient is closely related,患者感染程度与机体免疫状态密切相关,687706,1
 2020-02-12 13:40:02, 2020-02-12 08:58:02,Japan cruise confirmed 174 cases of pneumonia new crown,日本邮轮确诊174例新冠肺炎,646313,1
 2020-02-12 19:48:02, 2020-01-25 17:12:02,The latest outbreak Map,最新疫情地图,643161,1
 2020-02-12 12:54:01, 2020-02-11 23:06:02,Forcing all teachers taped courses must stop,强行要求所有教师录播课程必须制止,639860,1
 2020-02-12 21:36:01, 2020-02-12 11:30:01,High Xiuzhen died,高秀贞去世,637472,
 2020-02-12 19:22:02, 2020-02-12 10:16:02,Get out the broom legislation have deleted it,快把立扫把的都删除了吧,635314,
 2020-02-12 17:30:02, 2020-02-12 11:38:02,The Mandarin too common,这个普通话太普通了,630245,
 2020-02-12 17:08:01, 2020-02-12 11:04:01,Expropriated real mother to help students dormitory-style packaged goods,帮被征用宿舍学生亲妈式打包物品,627322,
 2020-02-12 15:02:02, 2020-02-12 11:22:01,Grandma every day to write a love letter to his wife ICU,奶奶每天给ICU老伴写情书,622757,
 2020-02-12 14:18:01, 2020-02-12 11:48:02,Former French Prime Minister to China refueling,法国前总理为中国加油,619030,
 2020-02-12 13:36:02, 2020-02-12 11:06:02,Heilongjiang 32-year-old fell to the fight against SARS frontline police,黑龙江32岁民警倒在抗疫一线,617233,1
